citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33
C131415,Odyssey,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,4,25-35,0,0,Primary,7,AUE,AUE
C131416,Cosmos,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,15,15,4,55+,1,0,Degree,8,ACL,AJI
C131417,Centaur,6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,15,0,0,15,0,4,46-55,1,1,Diploma,8,AUQ,AUQ
C131418,Ebony,2,5,0,0,0,1,0,0,0,0,0,3,0,0,0,0,15,0,0,0,3,18-24,1,1,Degree,7,ABX,AII
C131419,Centaur,15,0,0,1,0,2,0,0,0,0,2,0,0,0,0,15,0,0,15,0,3,55+,1,1,Masters,8,ABX,ABX
C131420,Cosmos,0,11,0,0,13,0,1,0,0,1,0,2,0,0,0,0,2,0,0,2,4,46-55,1,0,Diploma,6,AFX,AFX
C131421,Tokugawa,0,3,6,0,3,0,0,0,0,1,0,0,2,0,0,0,15,15,0,15,3,36-45,1,0,Diploma,8,AJV,AJV
C131422,Cosmos,2,0,0,4,3,0,0,0,1,0,0,0,0,1,0,15,0,0,15,15,3,25-35,0,1,Degree,5,AOV,AOV
C131423,Ebony,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,0,2,25-35,1,0,Masters,8,AHS,AHS
C131424,Ebony,0,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,15,0,15,0,3,25-35,0,0,Degree,7,ACO,ALB
C131425,Cosmos,0,1,0,0,18,0,0,0,0,3,0,0,0,0,0,0,15,0,0,15,3,36-45,0,0,Primary,7,ALK,AJI
C131426,Ebony,1,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,18-24,1,0,Masters,6,ASM,ASM
C131427,Odyssey,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,4,46-55,1,0,Degree,6,AXG,AXG
C131428,Cosmos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,4,46-55,1,0,Primary,9,AMS,ACL
C131429,Odyssey,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,4,25-35,1,1,Diploma,6,ADV,ADV
C131430,Centaur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,4,18-24,1,0,Degree,8,AEC,AUE
C131431,Odyssey,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,15,15,0,15,15,1,36-45,1,0,Masters,7,ACD,ACD
C131432,Cosmos,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Primary,7,ATI,ATI
C131433,Ebony,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,4,18-24,0,0,Masters,8,AII,AII
C131434,Ebony,3,4,0,2,0,1,1,0,0,0,0,0,0,0,0,15,15,0,15,0,1,36-45,1,1,Masters,8,ARK,AJV
C131435,Centaur,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,4,46-55,0,1,Masters,8,AZV,AWW
C131436,Cosmos,2,0,4,0,8,1,0,0,0,3,0,0,1,0,0,0,15,12,0,12,4,25-35,1,0,Masters,9,AJI,AEC
C131437,Cosmos,0,1,0,1,15,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,1,25-35,1,0,Degree,6,AHR,AHR
C131438,Cosmos,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,15,0,0,7,1,18-24,1,0,Masters,6,AHR,AER
C131439,Odyssey,0,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,15,15,0,4,25-35,1,1,Primary,4,AZG,AZG
C131440,Cosmos,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,2,36-45,1,0,Primary,9,AMS,AMS
C131441,Ebony,0,16,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,25-35,0,0,Diploma,5,ABX,ABX
C131442,Ebony,1,4,3,1,0,0,0,1,0,0,0,1,0,0,0,0,11,10,15,0,3,25-35,1,0,Degree,8,AMI,ANQ
C131443,Ebony,4,9,0,0,0,1,2,0,0,0,0,4,0,0,0,15,15,0,0,0,4,36-45,1,0,Degree,9,AOV,AOV
C131444,Cosmos,1,2,0,0,5,0,1,0,0,2,0,0,0,0,0,15,15,0,0,15,4,18-24,0,0,Diploma,8,AHO,AMS
C131445,Ebony,0,9,0,4,0,0,0,0,1,0,0,1,0,0,0,0,15,0,15,0,4,25-35,0,1,Diploma,5,APH,APH
C131446,Centaur,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13,0,0,15,0,3,25-35,1,0,Masters,7,AHS,AWI
C131447,Odyssey,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,1,18-24,0,1,Degree,8,AHR,AHJ
C131448,Tokugawa,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,1,46-55,1,1,Masters,8,AEC,AEC
C131449,Ebony,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18-24,1,0,Primary,7,ACL,ABX
C131450,Odyssey,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,3,25-35,1,0,Masters,8,AQT,AQT
C131451,Centaur,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,4,18-24,1,0,Masters,6,ATJ,ATJ
C131452,Odyssey,0,0,0,20,0,0,0,0,5,0,0,0,0,2,0,0,0,0,15,0,4,36-45,1,1,Masters,7,AXT,AXT
C131453,Cosmos,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,46-55,1,1,Masters,6,AVS,AVS
C131454,Cosmos,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,25-35,0,0,Masters,9,AOT,AES
C131455,Odyssey,2,0,0,10,0,0,0,0,1,0,2,0,0,1,0,15,0,0,15,15,3,55+,0,1,Masters,8,AUE,ACL
C131456,Cosmos,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,25-35,0,1,Masters,5,AXG,AWX
C131457,Cosmos,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,15,0,15,15,4,18-24,0,0,Primary,5,ACL,AHR
C131458,Tokugawa,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,3,46-55,0,0,Degree,5,AJV,AJV
C131459,Odyssey,0,0,2,10,0,0,0,0,1,0,0,0,1,0,0,0,0,15,15,0,4,55+,0,0,Masters,8,ATU,ATU
C131460,Centaur,12,1,0,0,0,4,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,36-45,0,1,Diploma,5,AWX,AWX
C131461,Centaur,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,55+,1,1,Primary,6,AOV,AOV
C131462,Ebony,0,9,0,0,2,0,1,0,0,1,0,3,0,0,0,0,1,0,0,5,3,25-35,0,1,Primary,6,AWX,AAB
C131463,Ebony,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,18-24,1,0,Degree,8,ABX,ABX
C131464,Cosmos,0,1,0,0,8,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,3,36-45,1,0,Masters,4,AWX,AJI
C131465,Cosmos,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,25-35,0,0,Degree,8,ACL,AQT
C131466,Ebony,0,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,15,0,15,0,4,55+,0,0,Degree,7,ABX,ABX
C131467,Cosmos,1,1,0,1,8,0,0,0,0,0,0,1,0,0,0,0,15,0,15,10,3,18-24,1,0,Masters,6,AWX,AWX
C131468,Ebony,2,15,0,0,0,0,2,0,0,0,0,4,0,0,0,0,14,0,0,0,1,25-35,1,1,Masters,7,ABX,ABX
C131469,Odyssey,0,0,2,4,3,0,0,0,1,0,0,0,0,0,1,0,0,5,15,4,4,36-45,1,1,Masters,8,AET,AHO
C131470,Ebony,0,8,7,0,2,0,1,1,0,0,0,0,2,0,0,0,4,12,0,7,3,46-55,0,1,Primary,7,AJV,AJV
C131471,Ebony,1,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,1,18-24,0,0,Masters,5,ACL,APH
C131472,Centaur,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,1,55+,1,1,Masters,7,ATV,ATV
C131473,Odyssey,2,0,0,6,0,1,0,0,0,0,0,0,0,1,0,15,0,0,15,0,3,46-55,1,0,Diploma,6,ADV,ADV
C131474,Odyssey,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,18-24,1,0,Masters,7,AWW,AWW
C131475,Ebony,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1,36-45,0,0,Degree,7,ACL,AZJ
C131476,Odyssey,0,0,0,7,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,3,25-35,0,1,Primary,7,APH,AET
C131477,Cosmos,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7,15,15,0,11,4,25-35,1,0,Degree,7,AJI,AJI
C131478,Tokugawa,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,46-55,1,1,Masters,5,AEC,AEC
C131479,Cosmos,0,0,1,6,5,0,0,0,1,0,0,0,1,0,0,0,0,15,15,15,3,46-55,1,0,Primary,9,AXT,ACL
C131480,Cosmos,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,18-24,1,0,Diploma,4,ARB,AMS
C131481,Tokugawa,0,0,14,1,0,0,0,1,0,0,0,0,3,0,0,0,0,15,15,0,2,46-55,1,1,Masters,9,ANQ,ANQ
C131482,Odyssey,0,0,0,11,0,0,0,0,2,0,0,0,0,1,0,0,0,0,15,0,1,46-55,0,0,Primary,6,ACL,AMH
C131483,Cosmos,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,1,25-35,0,0,Diploma,2,ACL,AJI
C131484,Odyssey,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,1,55+,0,0,Masters,4,AOV,AOV
C131485,Ebony,0,6,6,1,0,0,0,1,0,0,0,1,1,0,0,0,10,0,15,0,4,25-35,0,0,Diploma,5,AVS,AVS
C131486,Odyssey,0,0,0,11,1,0,0,0,2,0,0,0,0,1,0,0,0,0,15,15,3,36-45,1,0,Masters,10,AQX,AQX
C131487,Cosmos,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,1,36-45,0,0,Degree,8,ACF,ACF
C131488,Ebony,0,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,3,46-55,1,1,Degree,7,ABX,ABX
C131489,Odyssey,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,46-55,0,1,Primary,8,AET,AET
C131490,Centaur,3,0,0,2,5,0,0,0,1,2,0,0,0,0,0,7,0,0,15,15,4,36-45,0,0,Primary,3,AEC,AJI
C131491,Cosmos,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,25-35,1,1,Degree,7,ATI,ATI
C131492,Centaur,9,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,15,3,18-24,1,0,Masters,0,ACL,AHO
C131493,Centaur,6,1,3,3,1,0,0,0,0,0,0,1,0,0,0,15,15,15,15,15,3,18-24,1,0,Primary,7,AWI,AWI
C131494,Cosmos,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,2,36-45,1,0,Diploma,5,ACL,AWH
C131495,Ebony,3,15,0,4,0,0,1,0,1,0,0,4,0,1,0,12,11,0,15,0,1,55+,0,0,Degree,8,AWT,AWT
C131496,Tokugawa,1,0,6,0,1,0,0,1,0,0,0,0,1,0,0,15,0,15,0,15,4,25-35,1,0,Masters,7,AOV,AEC
C131497,Centaur,13,1,0,2,0,2,0,0,1,0,2,1,0,0,0,15,15,0,15,0,3,55+,1,1,Masters,7,ATI,AOV
C131498,Cosmos,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,25-35,1,0,Degree,7,AWP,AWP
C131499,Cosmos,2,0,0,0,13,0,0,0,0,4,0,0,0,0,1,5,0,7,0,9,4,25-35,1,1,Masters,6,AEC,AEC
C131500,Tokugawa,0,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,15,15,0,1,25-35,1,0,Masters,7,AWI,AEC
C131501,Odyssey,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,15,11,0,15,0,4,25-35,1,0,Masters,4,AOV,AOV
C131502,Cosmos,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,5,10,15,7,0,4,25-35,1,1,Primary,6,AZN,AUE
C131503,Centaur,6,0,0,1,3,2,0,0,0,1,0,0,0,0,0,8,0,0,15,0,2,25-35,1,0,Diploma,8,ATI,ATI
C131504,Ebony,0,5,0,2,0,0,0,0,0,0,0,3,0,0,0,0,15,0,15,0,3,18-24,1,1,Diploma,7,ANO,ACL
C131505,Tokugawa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,25-35,1,0,Degree,7,ANQ,AMI
C131506,Odyssey,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,4,46-55,1,0,Degree,5,ACL,AHJ
C131507,Centaur,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,1,25-35,1,0,Masters,5,AQT,AQT
C131508,Cosmos,0,1,2,0,18,0,0,0,0,2,0,0,1,0,0,0,15,15,0,15,3,46-55,1,0,Masters,7,AWX,AWX
C131509,Centaur,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,25-35,1,1,Diploma,6,ATU,AHS
C131510,Odyssey,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,4,18-24,1,0,Masters,8,AEC,AEC
C131511,Cosmos,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,15,0,0,0,15,1,55+,1,0,Masters,5,ACL,AJI
C131512,Ebony,0,5,0,0,0,0,1,0,0,0,0,2,0,0,0,0,15,0,0,0,4,25-35,1,1,Masters,9,AZV,ABX
C131513,Cosmos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,25-35,1,0,Degree,10,ACL,AMS
C131514,Odyssey,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,18-24,1,0,Masters,7,ACL,AUJ
C131515,Odyssey,0,1,0,18,7,0,0,0,0,2,0,0,0,5,0,0,15,0,15,15,4,46-55,1,0,Masters,6,AFX,AFX
C131516,Ebony,4,1,0,0,2,1,0,0,0,1,0,0,0,0,0,15,15,0,0,15,3,36-45,1,0,Masters,0,AOV,AEC
C131517,Odyssey,0,1,0,12,2,0,0,0,0,0,0,0,0,1,0,0,15,0,15,10,4,25-35,0,0,Diploma,6,AWI,ATI
C131518,Cosmos,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,13,3,55+,1,0,Masters,8,ATV,ATV
C131519,Ebony,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,4,36-45,0,1,Masters,4,APH,ANQ
C131520,Cosmos,4,0,5,3,12,1,0,1,0,4,0,0,1,0,0,15,0,15,15,15,4,46-55,1,0,Diploma,8,AOV,AOV
C131521,Odyssey,3,3,0,6,2,1,0,0,0,0,0,0,0,1,0,15,15,0,15,15,4,25-35,1,0,Masters,6,AHO,AHO
C131522,Odyssey,0,0,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,15,10,1,25-35,1,1,Masters,10,AMH,AMH
C131523,Centaur,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,46-55,0,1,Masters,9,AHS,AHS
C131524,Cosmos,0,0,0,2,16,0,0,0,1,1,0,0,0,0,0,0,0,0,15,15,4,36-45,1,0,Primary,7,ATF,ATF
C131525,Ebony,0,7,11,0,1,0,1,3,0,0,0,3,2,0,0,0,15,15,0,15,3,36-45,0,1,Degree,8,AJI,AXO
C131526,Cosmos,8,1,2,0,1,0,0,1,0,0,2,0,0,0,0,15,15,15,0,0,3,18-24,1,1,Degree,6,APH,ANQ
C131527,Ebony,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,7,AII,AII
C131528,Cosmos,0,0,13,0,6,0,0,2,0,1,0,0,2,0,0,0,0,15,0,15,3,25-35,1,0,Masters,5,AEC,AEC
C131529,Cosmos,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,3,25-35,1,0,Degree,5,AHR,AHR
C131530,Cosmos,0,0,0,2,14,0,0,0,0,3,0,0,0,0,0,0,15,0,15,15,1,46-55,1,1,Degree,8,AOV,AOV
C131531,Ebony,1,9,0,2,0,0,0,0,1,0,0,3,0,0,0,15,15,0,15,0,4,46-55,0,0,Masters,7,AXR,AXR
C131532,Ebony,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,13,0,15,0,2,25-35,1,1,Masters,6,AGD,ACL
C131533,Centaur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,55+,0,0,Diploma,9,ADV,ACL
C131534,Odyssey,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,1,36-45,0,1,Masters,7,AJB,AWK
C131535,Centaur,14,0,0,0,0,3,0,0,0,0,1,0,0,0,0,15,0,0,0,0,2,25-35,0,0,Masters,10,ATI,ATI
C131536,Cosmos,0,0,0,1,21,0,0,0,0,5,0,0,0,0,0,0,0,0,15,13,3,55+,1,1,Degree,7,AMR,ATI
C131537,Cosmos,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,36-45,1,0,Degree,6,AHR,AHR
C131538,Ebony,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,15,13,15,0,0,4,25-35,1,1,Diploma,5,ANQ,ABX
C131539,Odyssey,0,2,0,5,0,0,0,0,1,0,0,2,0,0,0,0,15,0,15,0,1,25-35,1,0,Diploma,9,AWT,AWT
C131540,Centaur,12,0,1,0,0,1,0,0,0,0,1,0,1,0,0,15,0,15,0,0,1,55+,1,0,Primary,7,AXL,AXL
C131541,Tokugawa,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,0,0,1,46-55,1,1,Primary,7,ANQ,AMI
C131542,Odyssey,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,3,55+,1,0,Degree,7,ATG,AUZ
C131543,Ebony,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,18-24,0,1,Degree,6,AUD,AAB
C131544,Centaur,6,1,0,0,0,0,0,0,0,0,2,1,0,0,0,15,15,0,0,15,3,18-24,1,0,Masters,5,ACL,ANQ
C131545,Cosmos,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,25-35,1,1,Degree,7,AJV,ATI
C131546,Ebony,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,3,18-24,1,0,Masters,5,ABX,ACL
C131547,Ebony,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,4,36-45,0,0,Degree,9,AXO,AXO
C131548,Ebony,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,25-35,1,1,Masters,6,AHD,AHD
C131549,Centaur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,25-35,0,0,Masters,8,AMS,AMS
C131550,Tokugawa,0,2,5,1,0,0,0,0,0,0,0,1,1,0,0,0,15,15,15,0,4,55+,1,0,Masters,6,ASF,ANQ
C131551,Centaur,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,0,0,0,3,55+,0,0,Degree,0,ANQ,ANQ
C131552,Ebony,5,12,2,3,1,0,0,0,1,0,2,7,1,0,1,3,10,7,15,0,1,46-55,1,0,Masters,6,AJV,ATU
C131553,Odyssey,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,18-24,1,0,Diploma,8,AQT,AQT
C131554,Cosmos,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,15,0,0,15,3,18-24,1,0,Diploma,7,AMR,AJI
C131555,Ebony,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,15,3,25-35,1,0,Degree,7,AHD,AHD
C131556,Tokugawa,5,0,17,0,0,1,0,3,0,0,0,0,2,0,0,15,0,15,0,0,4,25-35,1,0,Diploma,6,AUD,ARK
C131557,Ebony,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,25-35,0,1,Degree,7,ASE,ASE
C131558,Ebony,0,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,15,0,0,15,1,36-45,1,1,Degree,7,AHL,AHD
C131559,Ebony,0,18,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,4,36-45,1,0,Masters,7,ASE,ASE
C131560,Ebony,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,4,25-35,1,0,Masters,7,ADE,ADE
C131561,Odyssey,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,3,18-24,1,0,Degree,7,AXR,AXR
C131562,Cosmos,1,0,3,2,2,0,0,1,1,0,0,0,0,0,0,7,0,0,15,8,3,25-35,1,0,Primary,9,AEC,AEC
C131563,Centaur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,3,55+,1,0,Degree,8,ACL,ARA
C131564,Ebony,2,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,8,0,0,15,1,18-24,1,0,Degree,7,AXO,AXO
C131565,Cosmos,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1,55+,1,0,Masters,8,ATI,ATI
C131566,Centaur,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,15,15,0,0,0,4,25-35,1,0,Degree,5,AKG,AKG
C131567,Ebony,0,3,10,0,0,0,1,2,0,0,0,0,0,0,0,0,15,15,0,0,2,36-45,0,0,Masters,7,ANQ,ANQ
C131568,Ebony,0,2,0,8,1,0,0,0,3,0,0,0,0,0,0,0,15,0,15,15,4,25-35,1,0,Degree,7,AWX,AHJ
C131569,Centaur,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,1,18-24,0,0,Diploma,5,ATI,ADV
C131570,Ebony,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,4,18-24,1,0,Degree,7,AWL,AIH
C131571,Odyssey,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,4,25-35,1,0,Masters,6,AWK,ACL
C131572,Tokugawa,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,0,1,18-24,1,0,Diploma,7,ANQ,ANQ
C131573,Ebony,1,5,0,0,1,0,2,0,0,0,0,1,0,0,0,0,12,0,0,0,3,25-35,1,0,Degree,8,ACL,ANO
C131574,Odyssey,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,15,0,0,15,0,3,25-35,0,0,Degree,7,ATG,ATG
C131575,Centaur,8,0,0,1,0,0,0,0,0,0,2,0,0,1,0,15,0,0,15,0,3,18-24,1,1,Primary,5,AOV,API
C131576,Centaur,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,15,0,15,0,0,4,18-24,0,0,Degree,7,AEC,AEC
C131577,Centaur,12,1,0,2,0,1,0,0,1,0,6,0,0,0,0,15,15,0,15,0,3,46-55,1,1,Primary,6,AVV,AVV
C131578,Odyssey,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,4,46-55,1,0,Primary,8,AXO,AXO
C131579,Centaur,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,55+,1,0,Masters,6,ACL,AHR
C131580,Cosmos,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,46-55,1,0,Masters,8,AWX,AWX
C131581,Centaur,14,1,0,0,0,1,0,0,0,0,5,1,0,0,0,13,7,0,0,0,4,25-35,1,0,Primary,8,AVO,ACD
C131582,Centaur,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,15,15,0,15,0,2,25-35,0,0,Masters,10,ARA,AUE
C131583,Cosmos,0,0,3,17,20,0,0,0,2,5,0,0,1,1,0,0,0,15,15,12,3,25-35,1,0,Degree,4,AXT,AXT
C131584,Ebony,3,1,0,1,3,1,0,0,0,1,0,0,0,0,0,15,15,0,15,15,2,25-35,1,0,Diploma,7,ACI,ATI
C131585,Cosmos,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,15,0,0,0,15,2,18-24,1,1,Degree,7,AGM,AGD
C131586,Ebony,0,6,0,0,3,0,0,0,0,1,0,2,0,0,0,0,15,0,0,15,1,25-35,0,0,Degree,7,AII,AII
C131587,Ebony,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,1,18-24,1,0,Masters,7,ABX,ABX
C131588,Ebony,5,10,3,0,2,2,1,0,0,1,0,3,2,0,0,9,12,15,0,0,1,46-55,1,0,Masters,7,ANO,ANO
C131589,Ebony,0,17,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,0,4,18-24,1,0,Degree,6,ARA,ARA
C131590,Cosmos,1,1,8,0,6,0,0,2,0,2,0,0,1,0,0,15,13,11,0,15,3,25-35,1,0,Degree,7,ANQ,AJI
C131591,Ebony,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,1,46-55,1,1,Masters,7,AGA,AGA
C131592,Odyssey,0,0,0,12,0,0,0,0,2,0,0,0,0,2,0,0,0,0,15,0,4,36-45,0,0,Primary,5,AUE,AUE
C131593,Odyssey,1,0,0,4,2,0,0,0,0,0,0,0,0,1,0,15,15,0,15,15,3,18-24,1,0,Degree,8,AOV,AOV
C131594,Odyssey,8,1,3,13,0,1,0,1,0,0,0,0,0,0,0,9,15,7,15,0,4,46-55,1,0,Masters,5,AJV,AJV
C131595,Cosmos,4,4,0,2,7,1,1,0,1,1,1,0,0,0,0,0,5,0,0,8,2,46-55,0,1,Primary,6,AZG,AZG
C131596,Ebony,0,12,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,0,3,18-24,0,1,Degree,7,AII,AII
C131597,Ebony,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,4,36-45,1,0,Primary,7,ALB,ALB
C131598,Cosmos,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,15,5,0,0,6,3,25-35,1,0,Masters,6,AGT,AGT
C131599,Cosmos,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,3,55+,0,0,Masters,7,ATI,ATI
C131600,Centaur,12,1,0,0,0,3,0,0,0,0,0,0,0,0,0,15,15,0,0,0,4,18-24,1,0,Degree,6,ACL,AWI
C131601,Cosmos,0,1,10,2,13,0,0,3,1,1,0,1,1,0,4,0,0,15,15,10,3,46-55,1,0,Masters,6,AWW,AWW
C131602,Cosmos,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,25-35,1,1,Primary,7,AVO,AWX
